off rel,off artifact,D3FEND Tactic,D3FEND Technique,def rel,def artifact
may-access,System Password Database,Model,Data Inventory,inventories,Database
accesses,Operating System File,Detect,File Analysis,analyzes,File
accesses,Operating System File,Detect,System File Analysis,analyzes,Operating System File
accesses,Authentication Service,Detect,Process Lineage Analysis,analyzes,Process
accesses,Authentication Service,Isolate,Mandatory Access Control,isolates,Process
accesses,Process,Detect,Process Self-Modification Detection,analyzes,Process
accesses,Process,Detect,Process Spawn Analysis,analyzes,Process
accesses,Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,Process,Evict,Process Termination,terminates,Process
accesses,Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
accesses,Authentication Service,Evict,Process Suspension,suspends,Process
accesses,Authentication Service,Isolate,Hardware-based Process Isolation,isolates,Process
accesses,Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Credential,Harden,Credential Rotation,regenerates,Credential
accesses,Process,Detect,Process Lineage Analysis,analyzes,Process
accesses,Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Credential,Evict,Credential Revoking,deletes,Credential
accesses,Process,Isolate,Mandatory Access Control,isolates,Process
may-access,Process,Detect,Process Self-Modification Detection,analyzes,Process
may-access,Process,Detect,Process Spawn Analysis,analyzes,Process
accesses,Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
may-access,System Password Database,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-access,System Password Database,Model,Data Inventory,inventories,Database
may-access,Process,Evict,Process Termination,terminates,Process
may-access,Process,Evict,Process Suspension,suspends,Process
may-access,Process,Isolate,Hardware-based Process Isolation,isolates,Process
accesses,Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Credential,Harden,Credential Rotation,regenerates,Credential
accesses,Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Credential,Evict,Credential Revoking,deletes,Credential
may-access,Process,Detect,Process Lineage Analysis,analyzes,Process
may-access,Process,Isolate,Mandatory Access Control,isolates,Process
accesses,Encrypted Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,Encrypted Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
accesses,Encrypted Credential,Evict,Credential Revoking,deletes,Credential
may-modify,Log,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Encrypted Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Encrypted Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Encrypted Credential,Harden,Credential Rotation,regenerates,Credential
produces,File,Deceive,Decoy File,spoofs,File
produces,Email,Detect,Homoglyph Detection,analyzes,Email
produces,URL,Detect,URL Analysis,analyzes,URL
produces,Email,Detect,Dynamic Analysis,analyzes,Document File
produces,Email,Detect,Emulated File Analysis,analyzes,Document File
produces,Inbound Internet Mail Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Inbound Session Volume Analysis,analyzes,Inbound Internet Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Email,Detect,Sender Reputation Analysis,analyzes,Email
produces,Email,Detect,Sender MTA Reputation Analysis,analyzes,Email
produces,Email,Evict,File Removal,deletes,File
produces,Email,Harden,Local File Permissions,restricts,File
produces,File,Harden,File Encryption,encrypts,File
produces,Inbound Internet Mail Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Email,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Email,Model,Data Inventory,inventories,Email
produces,File,Detect,File Analysis,analyzes,File
produces,URL,Detect,Identifier Analysis,analyzes,Identifier
produces,URL,Detect,URL Reputation Analysis,analyzes,URL
produces,Email,Evict,Email Removal,deletes,Email
produces,Inbound Internet Mail Traffic,Isolate,Inbound Traffic Filtering,filters,Inbound Network Traffic
produces,Email,Deceive,Decoy File,spoofs,File
produces,Email,Detect,Dynamic Analysis,analyzes,Document File
produces,Email,Detect,Emulated File Analysis,analyzes,Document File
produces,Inbound Internet Mail Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Inbound Session Volume Analysis,analyzes,Inbound Internet Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Email,Evict,File Removal,deletes,File
produces,Email,Detect,Sender Reputation Analysis,analyzes,Email
produces,Email,Detect,Sender MTA Reputation Analysis,analyzes,Email
produces,Email,Model,Data Inventory,inventories,Document File
produces,Inbound Internet Mail Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Email,Harden,File Encryption,encrypts,File
produces,Email,Harden,Local File Permissions,restricts,File
produces,Email,Detect,Homoglyph Detection,analyzes,Email
produces,Inbound Internet Mail Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Email,Evict,Email Removal,deletes,Email
produces,Inbound Internet Mail Traffic,Isolate,Inbound Traffic Filtering,filters,Inbound Network Traffic
produces,Email,Detect,File Analysis,analyzes,File
produces,Inbound Internet Mail Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Inbound Session Volume Analysis,analyzes,Inbound Internet Network Traffic
produces,Email,Detect,Dynamic Analysis,analyzes,Document File
produces,Email,Detect,Emulated File Analysis,analyzes,Document File
produces,Email,Deceive,Decoy File,spoofs,File
produces,URL,Detect,URL Analysis,analyzes,URL
produces,URL,Detect,Homoglyph Detection,analyzes,URL
produces,Inbound Internet Mail Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Email,Evict,File Removal,deletes,File
produces,Email,Detect,Sender MTA Reputation Analysis,analyzes,Email
produces,Email,Detect,Sender Reputation Analysis,analyzes,Email
produces,Email,Harden,Local File Permissions,restricts,File
produces,Email,Harden,File Encryption,encrypts,File
produces,Email,Model,Data Inventory,inventories,Email
produces,Email,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Inbound Internet Mail Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Email,Evict,Email Removal,deletes,Email
produces,Inbound Internet Mail Traffic,Isolate,Inbound Traffic Filtering,filters,Inbound Network Traffic
produces,URL,Detect,Identifier Analysis,analyzes,Identifier
produces,Email,Detect,File Analysis,analyzes,File
produces,URL,Detect,URL Reputation Analysis,analyzes,URL
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
creates,Property List File,Deceive,Decoy File,spoofs,File
creates,Property List File,Harden,Local File Permissions,restricts,File
creates,Property List File,Harden,File Encryption,encrypts,File
invokes,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
invokes,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
creates,Property List File,Evict,File Removal,deletes,File
modifies,Task Schedule,Detect,Scheduled Job Analysis,analyzes,Task Schedule
creates,Property List File,Detect,File Analysis,analyzes,File
invokes,Create Process,Isolate,System Call Filtering,filters,System Call
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
modifies,Task Schedule,Detect,Scheduled Job Analysis,analyzes,Task Schedule
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
invokes,Create Process,Isolate,System Call Filtering,filters,System Call
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
invokes,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
modifies,Task Schedule,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
accesses,Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Credential,Evict,Credential Revoking,deletes,Credential
accesses,File,Evict,File Removal,deletes,File
accesses,File,Harden,Local File Permissions,restricts,File
accesses,System Configuration Database,Harden,System Configuration Permissions,restricts,System Configuration Database
accesses,File,Harden,File Encryption,encrypts,File
accesses,Group Policy,Model,Configuration Inventory,inventories,Configuration Resource
accesses,Cloud Instance Metadata,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Credential,Harden,Credential Rotation,regenerates,Credential
accesses,Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,File,Deceive,Decoy File,spoofs,File
accesses,System Configuration Database,Model,Data Inventory,inventories,Database
accesses,Group Policy,Model,Access Modeling,maps,Access Control Configuration
accesses,Group Policy,Model,Network Traffic Policy Mapping,maps,Access Control Configuration
accesses,Command History Log File,Detect,File Analysis,analyzes,File
accesses,File,Harden,Local File Permissions,restricts,File
accesses,File,Harden,File Encryption,encrypts,File
accesses,File,Evict,File Removal,deletes,File
accesses,File,Deceive,Decoy File,spoofs,File
accesses,File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
accesses,Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Credential,Evict,Credential Revoking,deletes,Credential
accesses,Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Credential,Harden,Credential Rotation,regenerates,Credential
accesses,File,Detect,File Analysis,analyzes,File
accesses,Group Policy,Model,Network Traffic Policy Mapping,maps,Access Control Configuration
accesses,Group Policy,Model,Configuration Inventory,inventories,Configuration Resource
accesses,Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
accesses,Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Credential,Evict,Credential Revoking,deletes,Credential
accesses,Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Credential,Harden,Credential Rotation,regenerates,Credential
accesses,Group Policy,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Group Policy,Model,Access Modeling,maps,Access Control Configuration
produces,Outbound Internet Web Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
produces,Outbound Internet Web Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
executes,Executable File,Deceive,Decoy File,spoofs,File
produces,Outbound Internet Web Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
executes,Executable File,Detect,Dynamic Analysis,analyzes,Executable File
executes,Executable File,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable File,Harden,File Encryption,encrypts,File
executes,Executable File,Harden,Local File Permissions,restricts,File
accesses,URL,Detect,Homoglyph Detection,analyzes,URL
accesses,URL,Detect,URL Analysis,analyzes,URL
produces,Outbound Internet Web Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
accesses,URL,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
executes,Executable File,Evict,File Removal,deletes,File
executes,Executable File,Isolate,Executable Allowlisting,blocks,Executable File
executes,Executable File,Isolate,Executable Denylisting,blocks,Executable File
produces,Outbound Internet Web Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
accesses,URL,Detect,Identifier Analysis,analyzes,Identifier
executes,Executable File,Detect,File Analysis,analyzes,File
accesses,URL,Detect,URL Reputation Analysis,analyzes,URL
produces,Outbound Internet Web Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
produces,Outbound Internet Web Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
accesses,URL,Detect,Homoglyph Detection,analyzes,URL
accesses,URL,Detect,URL Analysis,analyzes,URL
produces,Outbound Internet Web Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
accesses,URL,Detect,URL Reputation Analysis,analyzes,URL
produces,Outbound Internet Web Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
accesses,URL,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,URL,Detect,Identifier Analysis,analyzes,Identifier
executes,Executable File,Isolate,Executable Allowlisting,blocks,Executable File
executes,Executable File,Isolate,Executable Denylisting,blocks,Executable File
executes,Executable File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
executes,Executable File,Deceive,Decoy File,spoofs,File
executes,Executable File,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable File,Detect,Dynamic Analysis,analyzes,Executable File
executes,Executable File,Harden,File Encryption,encrypts,File
executes,Executable File,Harden,Local File Permissions,restricts,File
executes,Executable File,Detect,File Analysis,analyzes,File
executes,Executable File,Evict,File Removal,deletes,File
uses,Domain User Account,Detect,Domain Account Monitoring,monitors,Domain User Account
produces,Authorization,Detect,Job Function Access Pattern Analysis,analyzes,Authorization
produces,Authorization,Detect,Resource Access Pattern Analysis,analyzes,Authorization
produces,Authorization,Detect,Session Duration Analysis,analyzes,Authorization
produces,Authorization,Detect,Authorization Event Thresholding,analyzes,Authorization
uses,Local User Account,Detect,Local Account Monitoring,analyzes,Local User Account
uses,Default User Account,Evict,Account Locking,disables,User Account
produces,Authentication,Detect,Authentication Event Thresholding,analyzes,Authentication
uses,User Account,Harden,User Account Permissions,restricts,User Account
uses,Domain User Account,Harden,Multi-factor Authentication,authenticates,User Account
uses,User Account,Harden,Biometric Authentication,authenticates,User Account
uses,Default User Account,Harden,One-time Password,authenticates,User Account
uses,Default User Account,Harden,Strong Password Policy,strengthens,User Account
uses,Cloud User Account,Model,Access Modeling,maps,User Account
uses,Default User Account,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Authentication,Detect,Authentication Event Thresholding,analyzes,Authentication
produces,Authorization,Detect,Authorization Event Thresholding,analyzes,Authorization
produces,Authorization,Detect,Job Function Access Pattern Analysis,analyzes,Authorization
produces,Authentication,Detect,Resource Access Pattern Analysis,analyzes,Authentication
produces,Authentication,Detect,Session Duration Analysis,analyzes,Authentication
uses,Cloud User Account,Model,Access Modeling,maps,User Account
uses,Cloud User Account,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
uses,Cloud User Account,Evict,Account Locking,disables,User Account
uses,Cloud User Account,Harden,Biometric Authentication,authenticates,User Account
uses,Cloud User Account,Harden,One-time Password,authenticates,User Account
uses,Cloud User Account,Harden,Strong Password Policy,strengthens,User Account
uses,Cloud User Account,Harden,User Account Permissions,restricts,User Account
uses,Cloud User Account,Harden,Multi-factor Authentication,authenticates,User Account
