off rel,off artifact,D3FEND Tactic,D3FEND Technique,def rel,def artifact
accesses,Authentication Service,Isolate,Mandatory Access Control,isolates,Process
accesses,Process,Detect,Process Self-Modification Detection,analyzes,Process
accesses,Process,Detect,Process Spawn Analysis,analyzes,Process
accesses,Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,Process,Evict,Process Termination,terminates,Process
accesses,Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
accesses,Authentication Service,Evict,Process Suspension,suspends,Process
accesses,Authentication Service,Isolate,Hardware-based Process Isolation,isolates,Process
accesses,Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Credential,Harden,Credential Rotation,regenerates,Credential
accesses,Process,Detect,Process Lineage Analysis,analyzes,Process
accesses,Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Credential,Evict,Credential Revoking,deletes,Credential
accesses,Process,Isolate,Mandatory Access Control,isolates,Process
may-access,Process,Detect,Process Self-Modification Detection,analyzes,Process
may-access,Process,Detect,Process Spawn Analysis,analyzes,Process
accesses,Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
may-access,System Password Database,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-access,System Password Database,Model,Data Inventory,inventories,Database
may-access,Process,Evict,Process Termination,terminates,Process
may-access,Process,Evict,Process Suspension,suspends,Process
may-access,Process,Isolate,Hardware-based Process Isolation,isolates,Process
accesses,Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Credential,Harden,Credential Rotation,regenerates,Credential
accesses,Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Credential,Evict,Credential Revoking,deletes,Credential
may-access,Process,Detect,Process Lineage Analysis,analyzes,Process
may-access,Process,Isolate,Mandatory Access Control,isolates,Process
accesses,Encrypted Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,Encrypted Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
accesses,Encrypted Credential,Evict,Credential Revoking,deletes,Credential
may-modify,Log,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Encrypted Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Encrypted Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Encrypted Credential,Harden,Credential Rotation,regenerates,Credential
no defensive relations yet,,,,,
no defensive relations yet,,,,,
no defensive relations yet,,,,,
no defensive relations yet,,,,,
no defensive relations yet,,,,,
produces,File,Deceive,Decoy File,spoofs,File
produces,Email,Detect,Homoglyph Detection,analyzes,Email
produces,URL,Detect,URL Analysis,analyzes,URL
produces,Email,Detect,Dynamic Analysis,analyzes,Document File
produces,Email,Detect,Emulated File Analysis,analyzes,Document File
produces,Inbound Internet Mail Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Inbound Session Volume Analysis,analyzes,Inbound Internet Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Email,Detect,Sender Reputation Analysis,analyzes,Email
produces,Email,Detect,Sender MTA Reputation Analysis,analyzes,Email
produces,Email,Evict,File Removal,deletes,File
produces,Email,Harden,Local File Permissions,restricts,File
produces,File,Harden,File Encryption,encrypts,File
produces,Inbound Internet Mail Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Email,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Email,Model,Data Inventory,inventories,Email
produces,File,Detect,File Analysis,analyzes,File
produces,URL,Detect,Identifier Analysis,analyzes,Identifier
produces,URL,Detect,URL Reputation Analysis,analyzes,URL
produces,Email,Evict,Email Removal,deletes,Email
produces,Inbound Internet Mail Traffic,Isolate,Inbound Traffic Filtering,filters,Inbound Network Traffic
produces,Email,Deceive,Decoy File,spoofs,File
produces,Email,Detect,Dynamic Analysis,analyzes,Document File
produces,Email,Detect,Emulated File Analysis,analyzes,Document File
produces,Inbound Internet Mail Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Inbound Session Volume Analysis,analyzes,Inbound Internet Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Email,Evict,File Removal,deletes,File
produces,Email,Detect,Sender Reputation Analysis,analyzes,Email
produces,Email,Detect,Sender MTA Reputation Analysis,analyzes,Email
produces,Email,Model,Data Inventory,inventories,Document File
produces,Inbound Internet Mail Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Email,Harden,File Encryption,encrypts,File
produces,Email,Harden,Local File Permissions,restricts,File
produces,Email,Detect,Homoglyph Detection,analyzes,Email
produces,Inbound Internet Mail Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Email,Evict,Email Removal,deletes,Email
produces,Inbound Internet Mail Traffic,Isolate,Inbound Traffic Filtering,filters,Inbound Network Traffic
produces,Email,Detect,File Analysis,analyzes,File
produces,Inbound Internet Mail Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Inbound Internet Mail Traffic,Detect,Inbound Session Volume Analysis,analyzes,Inbound Internet Network Traffic
produces,Email,Detect,Dynamic Analysis,analyzes,Document File
produces,Email,Detect,Emulated File Analysis,analyzes,Document File
produces,Email,Deceive,Decoy File,spoofs,File
produces,URL,Detect,URL Analysis,analyzes,URL
produces,URL,Detect,Homoglyph Detection,analyzes,URL
produces,Inbound Internet Mail Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Email,Evict,File Removal,deletes,File
produces,Email,Detect,Sender MTA Reputation Analysis,analyzes,Email
produces,Email,Detect,Sender Reputation Analysis,analyzes,Email
produces,Email,Harden,Local File Permissions,restricts,File
produces,Email,Harden,File Encryption,encrypts,File
produces,Email,Model,Data Inventory,inventories,Email
produces,Email,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Inbound Internet Mail Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Email,Evict,Email Removal,deletes,Email
produces,Inbound Internet Mail Traffic,Isolate,Inbound Traffic Filtering,filters,Inbound Network Traffic
produces,URL,Detect,Identifier Analysis,analyzes,Identifier
produces,Email,Detect,File Analysis,analyzes,File
produces,URL,Detect,URL Reputation Analysis,analyzes,URL
produces,File,Harden,Local File Permissions,restricts,File
produces,File,Harden,File Encryption,encrypts,File
produces,URL,Detect,Homoglyph Detection,analyzes,URL
produces,URL,Detect,URL Analysis,analyzes,URL
produces,File,Deceive,Decoy File,spoofs,File
produces,File,Evict,File Removal,deletes,File
produces,File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,URL,Detect,Identifier Analysis,analyzes,Identifier
produces,URL,Detect,URL Reputation Analysis,analyzes,URL
produces,File,Detect,File Analysis,analyzes,File
may-invoke,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
may-invoke,Create Process,Detect,System Call Analysis,analyzes,System Call
may-invoke,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
may-invoke,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Denylisting,restricts,Create Process
may-invoke,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
may-invoke,Get Running Processes,Isolate,System Call Filtering,filters,System Call
produces,Outbound Internet Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
produces,Outbound Internet Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Outbound Internet Network Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Outbound Internet Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
accesses,System Configuration Database,Harden,System Configuration Permissions,restricts,System Configuration Database
may-invoke,Get System Config Value,Isolate,System Call Filtering,filters,System Call
may-invoke,Get System Config Value,Detect,System Call Analysis,analyzes,System Call
accesses,System Configuration Database,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,System Configuration Database,Model,Data Inventory,inventories,Database
produces,Intranet Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Administrative Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Intranet Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Intranet Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Intranet Network Traffic,Detect,Connection Attempt Analysis,analyzes,Intranet Network Traffic
produces,Intranet Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Intranet Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Administrative Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Administrative Network Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Administrative Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Administrative Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Administrative Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Intranet Network Traffic,Detect,Connection Attempt Analysis,analyzes,Intranet Network Traffic
produces,Administrative Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Administrative Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Administrative Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Administrative Network Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Administrative Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Administrative Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Administrative Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Administrative Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Administrative Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Intranet Network Traffic,Detect,Connection Attempt Analysis,analyzes,Intranet Network Traffic
produces,Administrative Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Administrative Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Administrative Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Administrative Network Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
creates,Property List File,Deceive,Decoy File,spoofs,File
creates,Property List File,Harden,Local File Permissions,restricts,File
creates,Property List File,Harden,File Encryption,encrypts,File
invokes,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
invokes,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
creates,Property List File,Evict,File Removal,deletes,File
modifies,Task Schedule,Detect,Scheduled Job Analysis,analyzes,Task Schedule
creates,Property List File,Detect,File Analysis,analyzes,File
invokes,Create Process,Isolate,System Call Filtering,filters,System Call
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
modifies,Task Schedule,Detect,Scheduled Job Analysis,analyzes,Task Schedule
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
invokes,Create Process,Isolate,System Call Filtering,filters,System Call
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
invokes,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
modifies,Task Schedule,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Get Screen Capture,Isolate,System Call Filtering,filters,System Call
may-invoke,Get Screen Capture,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Get Screen Capture,Detect,System Call Analysis,analyzes,System Call
modifies,Mail Server,Deceive,Decoy Network Resource,spoofs,Network Resource
adds,Web Script File,Detect,Emulated File Analysis,analyzes,Executable File
adds,Web Script File,Detect,Dynamic Analysis,analyzes,Executable File
adds,Web Script File,Deceive,Decoy File,spoofs,File
produces,Process,Detect,Process Spawn Analysis,analyzes,Process
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
adds,Message Transfer Agent,Detect,Process Self-Modification Detection,analyzes,Process
adds,Message Transfer Agent,Evict,Process Termination,terminates,Process
produces,Process,Evict,Process Suspension,suspends,Process
adds,Web Script File,Evict,File Removal,deletes,File
adds,Software,Harden,Software Update,updates,Software
adds,Web Script File,Harden,File Encryption,encrypts,File
adds,Web Script File,Harden,Local File Permissions,restricts,File
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
adds,Web Script File,Isolate,Executable Denylisting,blocks,Executable File
adds,Web Script File,Isolate,Executable Allowlisting,blocks,Executable File
adds,Web Script File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
modifies,Web Server,Model,Network Node Inventory,inventories,Network Node
adds,Software,Model,Software Inventory,inventories,Software
modifies,Web Server,Model,Physical Link Mapping,maps,Network Node
modifies,Web Server,Model,Logical Link Mapping,maps,Network Node
produces,Process,Detect,Process Lineage Analysis,analyzes,Process
adds,Web Script File,Detect,File Analysis,analyzes,File
modifies,Mail Server,Evict,Email Removal,may-access,Mail Server
adds,Message Transfer Agent,Isolate,Mandatory Access Control,isolates,Process
invokes,Create Process,Isolate,System Call Filtering,filters,System Call
adds,Web Script File,Deceive,Decoy File,spoofs,File
modifies,Web Server,Deceive,Decoy Network Resource,spoofs,Network Resource
adds,Web Script File,Detect,Dynamic Analysis,analyzes,Executable File
adds,Web Script File,Detect,Emulated File Analysis,analyzes,Executable File
produces,Process,Evict,Process Termination,terminates,Process
produces,Process,Evict,Process Suspension,suspends,Process
produces,Process,Detect,Process Self-Modification Detection,analyzes,Process
produces,Process,Detect,Process Spawn Analysis,analyzes,Process
adds,Web Script File,Harden,File Encryption,encrypts,File
adds,Web Script File,Harden,Local File Permissions,restricts,File
adds,Web Script File,Evict,File Removal,deletes,File
modifies,Web Server,Model,Physical Link Mapping,maps,Network Node
modifies,Web Server,Model,Logical Link Mapping,maps,Network Node
modifies,Web Server,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
modifies,Web Server,Model,Network Node Inventory,inventories,Network Node
adds,Web Script File,Isolate,Executable Denylisting,blocks,Executable File
adds,Web Script File,Detect,File Analysis,analyzes,File
adds,Web Script File,Isolate,Executable Allowlisting,blocks,Executable File
produces,Process,Isolate,Hardware-based Process Isolation,isolates,Process
produces,Process,Detect,Process Lineage Analysis,analyzes,Process
produces,Process,Isolate,Mandatory Access Control,isolates,Process
may-produce,Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
may-produce,Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
may-produce,Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
may-produce,Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
may-produce,Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
loads,Shared Library File,Deceive,Decoy File,spoofs,File
may-produce,Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
loads,Shared Library File,Harden,File Encryption,encrypts,File
loads,Shared Library File,Harden,Local File Permissions,restricts,File
may-add,Software,Harden,Software Update,updates,Software
may-modify,System Configuration Database,Harden,System Configuration Permissions,restricts,System Configuration Database
loads,Shared Library File,Evict,File Removal,deletes,File
modifies,Process Segment,Harden,Process Segment Execution Prevention,neutralizes,Process Segment
modifies,Process Segment,Harden,Segment Address Offset Randomization,obfuscates,Process Segment
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
invokes,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
may-produce,Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
invokes,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-add,Software,Model,Software Inventory,inventories,Software
may-modify,System Configuration Database Record,Model,Configuration Inventory,inventories,Configuration Resource
may-modify,System Configuration Database,Model,Data Inventory,inventories,Database
loads,Shared Library File,Detect,File Analysis,analyzes,File
invokes,Create File,Detect,File Creation Analysis,analyzes,Create File
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
invokes,Create File,Isolate,System Call Filtering,filters,System Call
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
invokes,Create File,Detect,System Call Analysis,analyzes,System Call
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
invokes,Create File,Detect,File Creation Analysis,analyzes,Create File
invokes,Create File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
invokes,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
invokes,Create File,Isolate,System Call Filtering,filters,System Call
may-access,Decoy Artifact,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-access,Decoy Artifact,Deceive,Decoy Environment,manages,Decoy Artifact
may-invoke,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
may-invoke,Create Process,Detect,System Call Analysis,analyzes,System Call
may-invoke,Create Process,Isolate,System Call Filtering,filters,System Call
may-invoke,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Denylisting,restricts,Create Process
may-invoke,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
may-invoke,Create Process,Detect,System Call Analysis,analyzes,System Call
may-invoke,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
may-execute,Executable Script,Deceive,Decoy File,spoofs,File
may-execute,Executable Script,Detect,Dynamic Analysis,analyzes,Executable File
may-execute,Executable Script,Detect,Emulated File Analysis,analyzes,Executable File
may-execute,Executable Script,Harden,File Encryption,encrypts,File
may-execute,Executable Script,Harden,Local File Permissions,restricts,File
may-execute,Executable Script,Evict,File Removal,deletes,File
may-invoke,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
may-execute,Executable Script,Isolate,Executable Denylisting,blocks,Executable File
may-invoke,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
may-invoke,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-execute,Executable Script,Detect,File Analysis,analyzes,File
may-invoke,Create Process,Isolate,System Call Filtering,filters,System Call
may-invoke,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
may-invoke,Get Open Sockets,Detect,System Call Analysis,analyzes,System Call
may-invoke,Get Open Sockets,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Get Open Sockets,Isolate,System Call Filtering,filters,System Call
may-invoke,Copy Token,Detect,System Call Analysis,analyzes,System Call
may-access,Directory Service,Detect,Process Spawn Analysis,analyzes,Process
may-access,Directory Service,Detect,Process Self-Modification Detection,analyzes,Process
may-access,Password File,Deceive,Decoy File,spoofs,File
may-access,Password File,Evict,File Removal,deletes,File
may-access,Directory Service,Evict,Process Termination,terminates,Process
may-access,Directory Service,Evict,Process Suspension,suspends,Process
may-invoke,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Denylisting,restricts,Create Process
may-access,Password File,Harden,Local File Permissions,restricts,File
may-access,Password File,Harden,File Encryption,encrypts,File
may-access,Process Segment,Harden,Process Segment Execution Prevention,neutralizes,Process Segment
may-access,Process Segment,Harden,Segment Address Offset Randomization,obfuscates,Process Segment
may-access,Password File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-access,Directory Service,Harden,Domain Trust Policy,restricts,Directory Service
may-access,Password File,Model,Data Inventory,inventories,Database
may-access,Password File,Detect,File Analysis,analyzes,File
may-access,Directory Service,Detect,Process Lineage Analysis,analyzes,Process
may-invoke,Create Process,Isolate,System Call Filtering,filters,System Call
may-invoke,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
may-invoke,Get Running Processes,Detect,System Call Analysis,analyzes,System Call
may-invoke,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
may-invoke,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
may-invoke,Create Process,Isolate,System Call Filtering,filters,System Call
may-invoke,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Denylisting,restricts,Create Process
may-invoke,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
accesses,Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
accesses,Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Credential,Evict,Credential Revoking,deletes,Credential
accesses,File,Evict,File Removal,deletes,File
accesses,File,Harden,Local File Permissions,restricts,File
accesses,System Configuration Database,Harden,System Configuration Permissions,restricts,System Configuration Database
accesses,File,Harden,File Encryption,encrypts,File
accesses,Group Policy,Model,Configuration Inventory,inventories,Configuration Resource
accesses,Cloud Instance Metadata,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Credential,Harden,Credential Rotation,regenerates,Credential
accesses,Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,File,Deceive,Decoy File,spoofs,File
accesses,System Configuration Database,Model,Data Inventory,inventories,Database
accesses,Group Policy,Model,Access Modeling,maps,Access Control Configuration
accesses,Group Policy,Model,Network Traffic Policy Mapping,maps,Access Control Configuration
accesses,Command History Log File,Detect,File Analysis,analyzes,File
accesses,File,Harden,Local File Permissions,restricts,File
accesses,File,Harden,File Encryption,encrypts,File
accesses,File,Evict,File Removal,deletes,File
accesses,File,Deceive,Decoy File,spoofs,File
accesses,File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
accesses,Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Credential,Evict,Credential Revoking,deletes,Credential
accesses,Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Credential,Harden,Credential Rotation,regenerates,Credential
accesses,File,Detect,File Analysis,analyzes,File
produces,Outbound Internet Web Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
produces,Outbound Internet Web Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
executes,Executable File,Deceive,Decoy File,spoofs,File
produces,Outbound Internet Web Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
executes,Executable File,Detect,Dynamic Analysis,analyzes,Executable File
executes,Executable File,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable File,Harden,File Encryption,encrypts,File
executes,Executable File,Harden,Local File Permissions,restricts,File
accesses,URL,Detect,Homoglyph Detection,analyzes,URL
accesses,URL,Detect,URL Analysis,analyzes,URL
produces,Outbound Internet Web Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
accesses,URL,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
executes,Executable File,Evict,File Removal,deletes,File
executes,Executable File,Isolate,Executable Allowlisting,blocks,Executable File
executes,Executable File,Isolate,Executable Denylisting,blocks,Executable File
produces,Outbound Internet Web Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
accesses,URL,Detect,Identifier Analysis,analyzes,Identifier
executes,Executable File,Detect,File Analysis,analyzes,File
accesses,URL,Detect,URL Reputation Analysis,analyzes,URL
produces,Outbound Internet Web Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
produces,Outbound Internet Web Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
accesses,URL,Detect,Homoglyph Detection,analyzes,URL
accesses,URL,Detect,URL Analysis,analyzes,URL
produces,Outbound Internet Web Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
accesses,URL,Detect,URL Reputation Analysis,analyzes,URL
produces,Outbound Internet Web Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
accesses,URL,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,URL,Detect,Identifier Analysis,analyzes,Identifier
executes,Executable File,Isolate,Executable Allowlisting,blocks,Executable File
